Summary
Name;Number of trades;Number of Sells;Number of Buys;Ratio;Average Risk Reward;Number of Wins(%) B/S;Number of BEs(%) B/S;Number of Losses(%) B/S;Max Drawdown Percentual;Max Balance;Max Consecutive Wins;Max Sequence without Losses;Max Consecutive Losses;Max Sequence without Wins;Final Balance
PBS_UJ_M1_F-0.33_E-15_L-14_AMN-0.0_AMX-3.0_F-1.0_SL7_RR-3.0_BE-1.0_STS-0.0_TSF-5.0;389;175;214;1.14;0.14;111(28%) 63/48;0(0%)0/0;278(71%)151/127;0.23;14658.57;5;5;16;16;13482.53639199998
Orders
Ticket;Pending Time;Open Time;Close Time;Strategy ID;Type;Entry;Original SL;SL;TP;Initial Balance;Final Balance;Profit;Max Profit(%);Max Drawdown(%);Max Loss(%)
294;2024.09.24 11:10:00;2024.09.24 11:10:00;2024.09.24 11:22:00;301079539;SELL;144.351;144.503;144.503;143.893;13251.84;13114.47;-133.56;0.24;1.23;-0.99
296;2024.09.24 11:16:00;2024.09.24 11:16:00;2024.09.24 11:51:00;301079539;BUY;144.453;144.251;144.251;145.052;13251.84;12839.70;-134.43;0.80;1.83;-1.02
295;2024.09.24 11:15:00;2024.09.24 11:15:00;2024.09.24 11:51:00;301079539;BUY;144.447;144.249;144.249;145.035;13251.84;12839.70;-134.52;0.85;1.87;-1.02
298;2024.09.24 12:23:00;2024.09.24 12:23:00;2024.09.24 12:53:00;301079539;BUY;144.363;144.262;144.262;144.657;12839.70;12700.98;-133.02;1.11;2.11;-1.00
299;2024.09.24 12:57:00;2024.09.24 12:57:00;2024.09.24 13:52:00;301079539;SELL;144.258;144.370;144.370;143.920;12700.98;13085.90;389.90;3.02;1.19;-0.83
301;2024.09.24 14:11:00;2024.09.24 14:11:00;2024.09.24 15:13:00;301079539;BUY;143.926;143.784;143.784;144.343;13085.90;12941.44;-140.20;1.75;2.80;-1.05
302;2024.09.24 15:27:00;2024.09.24 15:27:00;2024.09.24 15:37:00;301079539;BUY;144.077;143.943;143.943;144.472;12941.44;12801.20;-135.86;0.20;1.23;-1.03
303;2024.09.24 15:44:00;2024.09.24 15:44:00;2024.09.24 16:18:00;301079539;SELL;143.929;144.165;144.165;143.220;12801.20;12664.50;-134.24;0.03;1.07;-1.04
304;2024.09.24 16:19:00;2024.09.24 16:19:00;2024.09.24 16:27:00;301079539;BUY;144.140;143.951;143.951;144.698;12664.50;12530.20;-131.30;0.01;1.04;-1.02
297;2024.09.24 11:41:00;2024.09.24 11:41:00;2024.09.24 17:01:00;301079539;SELL;144.389;144.597;144.597;143.763;13114.47;12923.59;396.12;3.09;1.84;-0.37
300;2024.09.24 13:14:00;2024.09.24 13:14:00;2024.09.24 17:04:00;301079539;SELL;144.214;144.389;144.389;143.687;12700.98;13312.72;392.34;2.97;2.20;0.00
306;2024.09.24 17:25:00;2024.09.24 17:25:00;2024.09.24 17:38:00;301079539;SELL;143.496;143.645;143.645;143.046;13312.72;13172.87;-135.92;0.16;1.16;-1.00
305;2024.09.24 17:15:00;2024.09.24 17:15:00;2024.09.24 18:44:00;301079539;SELL;143.631;143.788;143.788;143.159;13312.72;13033.74;-135.41;1.10;2.11;-1.01
308;2024.09.24 18:33:00;2024.09.24 18:33:00;2024.09.24 19:15:00;301079539;BUY;143.684;143.557;143.557;144.058;13172.87;12893.80;-135.35;1.50;2.52;-1.01
307;2024.09.24 18:01:00;2024.09.24 18:01:00;2024.09.24 19:46:00;301079539;BUY;143.677;143.512;143.512;144.163;13172.87;12754.57;-135.69;1.20;2.24;-1.04
309;2024.09.24 19:43:00;2024.09.24 19:43:00;2024.09.24 20:17:00;301079539;SELL;143.557;143.645;143.645;143.290;12893.80;12618.33;-129.88;1.74;2.72;-0.98
311;2024.09.24 20:22:00;2024.09.24 20:22:00;2024.09.24 20:55:00;301079539;BUY;143.651;143.534;143.534;143.994;12618.33;12482.25;-131.25;0.49;1.50;-1.01
310;2024.09.24 20:11:00;2024.09.24 20:11:00;2024.09.24 21:21:00;301079539;BUY;143.575;143.399;143.399;144.094;12754.57;12347.72;-131.32;0.77;1.81;-1.04
313;2024.09.25 09:12:00;2024.09.25 09:12:00;2024.09.25 10:46:00;301079539;BUY;143.455;143.306;143.306;143.894;12347.72;13090.03;375.36;2.90;0.97;-0.49
312;2024.09.25 09:08:00;2024.09.25 09:08:00;2024.09.25 10:46:00;301079539;BUY;143.380;143.205;143.205;143.897;12347.72;13090.03;373.76;2.89;0.82;0.00
314;2024.09.25 09:55:00;2024.09.25 09:55:00;2024.09.25 12:08:00;301079539;BUY;143.643;143.489;143.489;144.097;12347.72;13470.76;384.39;2.88;0.96;-0.35
316;2024.09.25 12:46:00;2024.09.25 12:46:00;2024.09.25 12:56:00;301079539;SELL;144.133;144.220;144.220;143.869;13470.76;13325.75;-138.14;0.03;1.01;-0.99
317;2024.09.25 13:25:00;2024.09.25 13:25:00;2024.09.25 13:33:00;301079539;SELL;144.094;144.175;144.175;143.849;13325.75;13181.94;-136.52;0.21;1.19;-0.98
315;2024.09.25 11:02:00;2024.09.25 11:02:00;2024.09.25 14:03:00;301079539;BUY;143.934;143.805;143.805;144.314;13090.03;13580.21;402.86;3.00;1.32;-0.14
319;2024.09.25 15:10:00;2024.09.25 15:10:00;2024.09.25 15:21:00;301079539;SELL;144.262;144.350;144.350;143.995;13580.21;13435.67;-137.76;0.25;1.22;-0.97
318;2024.09.25 13:35:00;2024.09.25 13:35:00;2024.09.25 16:07:00;301079539;BUY;144.194;144.072;144.072;144.553;13181.94;13292.77;-138.01;2.06;3.07;-1.00
321;2024.09.25 17:38:00;2024.09.25 17:38:00;2024.09.25 17:44:00;301079539;SELL;144.100;144.199;144.199;143.800;13292.77;13151.58;-135.28;0.02;1.01;-0.98
320;2024.09.25 15:47:00;2024.09.25 15:47:00;2024.09.25 17:58:00;301079539;SELL;144.182;144.308;144.308;143.802;13435.67;13011.64;-135.29;2.32;3.32;-1.00
322;2024.09.25 17:48:00;2024.09.25 17:48:00;2024.09.25 20:10:00;301079539;BUY;144.226;144.075;144.075;144.670;13151.58;13400.51;392.71;2.96;1.56;-0.62
324;2024.09.25 20:29:00;2024.09.25 20:29:00;2024.09.25 21:48:00;301079539;SELL;144.596;144.683;144.683;144.333;13400.51;13256.57;-137.10;1.31;2.29;-0.98
323;2024.09.25 18:08:00;2024.09.25 18:08:00;2024.09.26 04:31:00;301079539;BUY;144.409;144.260;144.260;144.849;13011.64;13675.66;394.88;2.95;2.64;-0.30
326;2024.09.26 09:09:00;2024.09.26 09:09:00;2024.09.26 09:53:00;301079539;SELL;144.704;144.819;144.819;144.358;13675.66;13388.26;-138.16;0.58;1.58;-0.99
325;2024.09.26 09:01:00;2024.09.26 09:01:00;2024.09.26 09:53:00;301079539;SELL;144.721;144.822;144.822;144.416;13675.66;13388.26;-138.08;0.84;1.83;-0.99
328;2024.09.26 10:33:00;2024.09.26 10:33:00;2024.09.26 11:02:00;301079539;BUY;145.071;144.970;144.970;145.367;13388.26;13242.92;-139.34;0.81;1.81;-1.01
329;2024.09.26 11:05:00;2024.09.26 11:05:00;2024.09.26 11:21:00;301079539;BUY;145.055;144.918;144.918;145.458;13242.92;13100.52;-138.02;1.06;2.08;-1.02
327;2024.09.26 09:56:00;2024.09.26 09:56:00;2024.09.26 11:40:00;301079539;BUY;144.836;144.711;144.711;145.202;13388.26;12958.42;-137.33;2.96;3.99;-1.02
332;2024.09.26 11:53:00;2024.09.26 11:53:00;2024.09.26 13:01:00;301079539;BUY;144.806;144.674;144.674;145.195;12958.42;12686.27;-132.29;1.20;2.21;-1.01
331;2024.09.26 11:51:00;2024.09.26 11:51:00;2024.09.26 13:01:00;301079539;BUY;144.809;144.623;144.623;145.359;12958.42;12686.27;-132.42;0.84;1.85;-1.02
334;2024.09.26 13:21:00;2024.09.26 13:21:00;2024.09.26 14:00:00;301079539;SELL;144.677;144.787;144.787;144.347;12686.27;13072.05;390.91;3.03;1.29;-0.02
330;2024.09.26 11:25:00;2024.09.26 11:25:00;2024.09.26 14:41:00;301079539;SELL;144.879;145.097;145.097;144.223;13100.52;13469.66;400.25;3.08;1.19;-0.35
333;2024.09.26 13:05:00;2024.09.26 13:05:00;2024.09.26 14:58:00;301079539;SELL;144.682;144.844;144.844;144.195;12686.27;13854.54;388.33;2.86;0.87;-0.24
336;2024.09.26 15:26:00;2024.09.26 15:26:00;2024.09.26 15:31:00;301079539;BUY;144.198;144.105;144.105;144.468;13854.54;14122.80;418.71;3.01;0.30;0.00
335;2024.09.26 14:35:00;2024.09.26 14:35:00;2024.09.26 15:31:00;301079539;SELL;144.261;144.396;144.396;143.855;13072.05;14122.80;-139.26;1.08;2.03;-0.95
337;2024.09.26 15:44:00;2024.09.26 15:44:00;2024.09.26 15:51:00;301079539;BUY;144.614;144.495;144.495;144.963;14122.80;13972.62;-144.90;0.05;1.05;-1.00
338;2024.09.26 15:49:00;2024.09.26 15:49:00;2024.09.26 17:04:00;301079539;SELL;144.523;144.730;144.730;143.902;14122.80;13828.04;-141.61;0.96;1.96;-1.00
339;2024.09.26 16:46:00;2024.09.26 16:46:00;2024.09.26 17:30:00;301079539;BUY;144.572;144.414;144.414;145.039;13972.62;14242.67;418.53;2.98;1.00;-0.17
340;2024.09.26 16:50:00;2024.09.26 16:50:00;2024.09.26 17:33:00;301079539;BUY;144.639;144.450;144.450;145.197;13972.62;14658.57;419.17;2.88;0.84;-0.50
341;2024.09.26 17:37:00;2024.09.26 17:37:00;2024.09.26 17:45:00;301079539;BUY;144.997;144.898;144.898;145.287;14658.57;14501.64;-150.33;0.40;1.39;-0.99
342;2024.09.26 18:14:00;2024.09.26 18:14:00;2024.09.26 18:21:00;301079539;BUY;144.910;144.757;144.757;145.360;14501.64;14349.47;-147.97;0.02;1.02;-1.00
344;2024.09.26 18:40:00;2024.09.26 18:40:00;2024.09.26 19:02:00;301079539;SELL;144.673;144.775;144.775;144.364;14349.47;14197.42;-145.84;0.54;1.53;-0.98
345;2024.09.26 19:19:00;2024.09.26 19:19:00;2024.09.26 19:35:00;301079539;BUY;144.812;144.713;144.713;145.101;14197.42;14044.60;-146.40;0.46;1.46;-1.00
346;2024.09.26 19:36:00;2024.09.26 19:36:00;2024.09.26 19:43:00;301079539;SELL;144.712;144.803;144.803;144.436;14044.60;13895.79;-142.03;0.09;1.07;-0.97
348;2024.09.26 19:59:00;2024.09.26 19:59:00;2024.09.26 20:04:00;301079539;BUY;144.881;144.741;144.741;145.293;13895.79;13604.88;-141.23;0.02;1.02;-1.01
347;2024.09.26 19:57:00;2024.09.26 19:57:00;2024.09.26 20:04:00;301079539;BUY;144.875;144.741;144.741;145.271;13895.79;13604.88;-140.74;0.09;1.09;-1.00
350;2024.09.26 20:35:00;2024.09.26 20:35:00;2024.09.26 22:05:00;301079539;BUY;144.668;144.545;144.545;145.028;13604.88;13458.65;-141.25;0.84;1.85;-1.01
349;2024.09.26 20:06:00;2024.09.26 20:06:00;2024.09.27 01:16:00;301079539;SELL;144.687;144.919;144.919;143.990;13604.88;13300.97;-137.67;0.74;1.76;-1.02
343;2024.09.26 18:18:00;2024.09.26 18:18:00;2024.09.27 02:16:00;301079539;SELL;144.819;144.996;144.996;144.285;14501.64;13129.47;-144.04;1.82;2.89;-1.07
352;2024.09.27 09:12:00;2024.09.27 09:12:00;2024.09.27 09:14:00;301079539;BUY;146.318;146.158;146.158;146.789;13129.47;12856.73;-132.41;0.02;1.02;-1.00
351;2024.09.27 09:11:00;2024.09.27 09:11:00;2024.09.27 09:14:00;301079539;BUY;146.328;146.163;146.163;146.814;13129.47;12856.73;-133.16;0.01;1.02;-1.01
353;2024.09.27 09:18:00;2024.09.27 09:18:00;2024.09.27 09:23:00;301079539;SELL;146.218;146.401;146.401;145.667;12856.73;13241.38;387.71;2.95;0.07;0.00
354;2024.09.27 10:45:00;2024.09.27 10:45:00;2024.09.27 10:48:00;301079539;SELL;143.167;143.394;143.394;142.483;13241.38;13104.25;-134.58;0.07;1.08;-1.01
355;2024.09.27 10:59:00;2024.09.27 10:59:00;2024.09.27 11:00:00;301079539;BUY;143.322;143.195;143.195;143.696;13104.25;12964.87;-134.82;0.02;1.02;-1.00
356;2024.09.27 11:02:00;2024.09.27 11:02:00;2024.09.27 11:21:00;301079539;SELL;143.205;143.449;143.449;142.471;12964.87;12831.60;-130.96;0.64;1.65;-1.00
357;2024.09.27 11:54:00;2024.09.27 11:54:00;2024.09.27 12:01:00;301079539;SELL;143.000;143.233;143.233;142.299;12831.60;12699.05;-130.15;0.08;1.09;-1.01
359;2024.09.27 12:40:00;2024.09.27 12:40:00;2024.09.27 12:44:00;301079539;SELL;143.142;143.383;143.383;142.418;12699.05;12569.03;-127.74;0.01;1.01;-1.00
358;2024.09.27 12:06:00;2024.09.27 12:06:00;2024.09.27 13:34:00;301079539;BUY;143.188;142.993;142.993;143.766;12699.05;12435.25;-130.90;1.54;2.57;-1.03
361;2024.09.27 13:52:00;2024.09.27 13:52:00;2024.09.27 14:32:00;301079539;BUY;143.215;143.097;143.097;143.561;12435.25;12301.10;-129.44;1.24;2.25;-1.01
360;2024.09.27 13:48:00;2024.09.27 13:48:00;2024.09.27 15:01:00;301079539;BUY;143.187;143.041;143.041;143.618;12435.25;12168.70;-128.62;1.19;2.22;-1.03
363;2024.09.27 15:18:00;2024.09.27 15:18:00;2024.09.27 15:29:00;301079539;SELL;143.053;143.194;143.194;142.627;12168.70;12040.85;-124.07;0.02;1.02;-1.00
364;2024.09.27 15:24:00;2024.09.27 15:24:00;2024.09.27 15:31:00;301079539;BUY;143.156;142.972;142.972;143.701;12168.70;12286.05;-123.69;0.24;1.22;-0.98
362;2024.09.27 14:34:00;2024.09.27 14:34:00;2024.09.27 15:31:00;301079539;SELL;143.123;143.276;143.276;142.661;12301.10;12286.05;375.25;3.08;1.16;-0.66
367;2024.09.27 16:23:00;2024.09.27 16:23:00;2024.09.27 16:51:00;301079539;BUY;142.771;142.570;142.570;143.365;12286.05;12155.04;-128.28;1.04;2.08;-1.03
366;2024.09.27 16:17:00;2024.09.27 16:17:00;2024.09.27 16:58:00;301079539;BUY;142.678;142.518;142.518;143.150;12286.05;12024.81;-126.84;1.89;2.92;-1.03
365;2024.09.27 16:04:00;2024.09.27 16:04:00;2024.09.27 17:01:00;301079539;BUY;142.660;142.419;142.419;143.375;12286.05;11895.69;-126.87;1.33;2.38;-1.05
368;2024.09.27 17:08:00;2024.09.27 17:08:00;2024.09.27 17:25:00;301079539;SELL;142.478;142.713;142.713;141.772;11895.69;11771.65;-121.82;0.01;1.03;-1.02
370;2024.09.27 17:46:00;2024.09.27 17:46:00;2024.09.27 18:04:00;301079539;SELL;142.753;142.959;142.959;142.132;11771.65;11527.43;-119.59;0.01;1.03;-1.02
369;2024.09.27 17:45:00;2024.09.27 17:45:00;2024.09.27 18:04:00;301079539;SELL;142.746;142.960;142.960;142.101;11771.65;11527.43;-119.74;0.01;1.03;-1.02
371;2024.09.27 18:07:00;2024.09.27 18:07:00;2024.09.27 18:43:00;301079539;BUY;142.862;142.749;142.749;143.194;11527.43;11403.37;-119.53;1.72;2.72;-1.01
372;2024.09.27 18:39:00;2024.09.27 18:39:00;2024.09.27 19:14:00;301079539;SELL;142.855;142.960;142.960;142.537;11527.43;11753.35;354.75;3.06;0.61;0.00
373;2024.09.27 19:03:00;2024.09.27 19:03:00;2024.09.27 21:28:00;301079539;SELL;142.593;142.722;142.722;142.206;11403.37;12111.43;362.07;3.02;1.39;-0.85
375;2024.09.27 19:29:00;2024.09.27 19:29:00;2024.09.27 21:32:00;301079539;SELL;142.597;142.762;142.762;142.099;11753.35;12828.41;360.94;2.85;0.98;-0.29
374;2024.09.27 19:27:00;2024.09.27 19:27:00;2024.09.27 21:32:00;301079539;SELL;142.604;142.769;142.769;142.109;11753.35;12828.41;362.25;2.92;0.99;-0.25
376;2024.09.30 09:46:00;2024.09.30 09:46:00;2024.09.30 09:50:00;301079539;BUY;142.003;141.912;141.912;142.267;12828.41;12686.80;-135.28;0.03;1.04;-1.02
377;2024.09.30 10:28:00;2024.09.30 10:28:00;2024.09.30 10:31:00;301079539;SELL;141.951;142.046;142.046;141.663;12686.80;12551.25;-129.73;0.02;1.01;-0.99
379;2024.09.30 10:47:00;2024.09.30 10:47:00;2024.09.30 13:13:00;301079539;BUY;142.292;142.180;142.180;142.619;12551.25;12929.12;382.88;3.00;1.26;-0.23
380;2024.09.30 13:15:00;2024.09.30 13:15:00;2024.09.30 14:02:00;301079539;BUY;142.648;142.538;142.538;142.971;12929.12;12786.41;-137.37;1.32;2.36;-1.03
381;2024.09.30 14:29:00;2024.09.30 14:29:00;2024.09.30 14:57:00;301079539;SELL;142.424;142.559;142.559;142.017;12786.41;12649.56;-132.65;0.02;1.03;-1.02
378;2024.09.30 10:42:00;2024.09.30 10:42:00;2024.09.30 15:18:00;301079539;BUY;142.255;142.072;142.072;142.797;12551.25;13029.80;383.27;2.96;1.94;0.00
382;2024.09.30 15:16:00;2024.09.30 15:16:00;2024.09.30 15:52:00;301079539;BUY;142.715;142.642;142.642;142.927;12649.56;13416.30;394.48;3.00;1.77;-0.02
383;2024.09.30 15:58:00;2024.09.30 15:58:00;2024.09.30 16:09:00;301079539;BUY;142.928;142.843;142.843;143.174;13416.30;13268.12;-141.07;0.34;1.35;-1.01
385;2024.09.30 16:12:00;2024.09.30 16:12:00;2024.09.30 16:34:00;301079539;SELL;142.837;142.942;142.942;142.521;13268.12;13126.67;-135.90;0.68;1.67;-0.99
384;2024.09.30 16:04:00;2024.09.30 16:04:00;2024.09.30 16:46:00;301079539;SELL;142.873;143.017;143.017;142.441;13416.30;12986.76;-135.86;0.75;1.77;-1.01
386;2024.09.30 17:27:00;2024.09.30 17:27:00;2024.09.30 17:33:00;301079539;SELL;142.933;143.034;143.034;142.630;12986.76;12847.64;-133.45;0.22;1.21;-0.99
389;2024.09.30 19:31:00;2024.09.30 19:31:00;2024.09.30 21:07:00;301079539;SELL;143.196;143.358;143.358;142.708;12847.64;12710.79;-133.31;1.57;2.59;-1.02
387;2024.09.30 17:53:00;2024.09.30 17:53:00;2024.09.30 21:12:00;301079539;BUY;143.023;142.866;142.866;143.488;12847.64;13095.93;388.74;3.04;2.63;-0.42
388;2024.09.30 17:59:00;2024.09.30 17:59:00;2024.09.30 21:14:00;301079539;BUY;143.036;142.843;142.843;143.607;12847.64;13482.54;389.55;2.91;2.15;-0.41
